TEXT;ES;EN
¡{1} lanzó una {2}!;¡{1} lanzó una {2}!;{1} threw a {2}!
¡{1} lanzó {2}!;¡{1} lanzó {2}!;{1} threw {2}!
¡El Entrenador bloqueó tu Ball! ¡Robar está mal!;¡El Entrenador bloqueó tu Ball! ¡Robar está mal!;The Trainer blocked your Ball! Stealing is wrong!
¡Vaya! ¡Parecía que lo habías atrapado!;¡Vaya! ¡Parecía que lo habías atrapado!;Aww! It appeared to be caught!
¡Qué pena! ¡Te ha faltado poco!;¡Qué pena! ¡Te ha faltado poco!;Aargh! Almost had it!
¡Uy! ¡Casi lo consigues!;¡Uy! ¡Casi lo consigues!;Gah! It was so close, too!
¡Ya está! ¡{1} atrapado!;¡Ya está! ¡{1} atrapado!;Gotcha! {1} was caught!
¡La {2} estaba demasiado amarga para {1}!;¡La {2} estaba demasiado amarga para {1}!;The {2} was too bitter for {1}!
¡{1} ha recuperado PS con {2}!;¡{1} ha recuperado PS con {2}!;{1} recovered HP with {2}!
¡La {2} estaba demasiado picante para {1}!;¡La {2} estaba demasiado picante para {1}!;The {2} was too spicy for {1}!
¡La {2} estaba demasiado ácida para {1}!;¡La {2} estaba demasiado ácida para {1}!;The {2} was too sour for {1}!
¡{1} se ha entusiasmado con {2}!;¡{1} se ha entusiasmado con {2}!;{1} became focused with {2}!
¡{1} ha usado {2} y se ha entusiasmado!;¡{1} ha usado {2} y se ha entusiasmado!;{1} used {2} and became focused!
¡La {2} estaba demasiado dulce para {1}!;¡La {2} estaba demasiado dulce para {1}!;The {2} was too sweet for {1}!
¡{1} ha aumentado la precisión de su proximo ataque!;¡{1} ha aumentado la precisión de su proximo ataque!;{1} raised the accuracy of its next attack!
¡{1} ha recuperado unos pocos PS con {2}!;¡{1} ha recuperado unos pocos PS con {2}!;{1} recovered a little HP with {2}!
¡{1} ha restaurado su salud con {2}!;¡{1} ha restaurado su salud con {2}!;{1} restored its health with {2}!
¡La {2} estaba demasiado seca para {1}!;¡La {2} estaba demasiado seca para {1}!;The {2} was too dry for {1}!
¡{1} regresa gracias a {2}!;¡{1} regresa gracias a {2}!;{1} returns with {2}!
¡{1} se ha descongelado con {2}!;¡{1} se ha descongelado con {2}!;{1} unfroze with {2}!
¡{1} se ha cudado de la parálisis con {2}!;¡{1} se ha cudado de la parálisis con {2}!;{1} was cured of paralysis with {2}!
¡{1} se ha despertado con {2}!;¡{1} se ha despertado con {2}!;{1} woke up with {2}!
¡{1} se ha curado del envenienmiento con {2}!;¡{1} se ha curado del envenienmiento con {2}!;{1} was cured of poisoning with {2}!
¡{1} se ha curado de las quemaduras con {2}!;¡{1} se ha curado de las quemaduras con {2}!;{1} was cured of its burn with {2}!
¡{1} ya no está confuso gracias a {2}!;¡{1} ya no está confuso gracias a {2}!;{1} is no longer confused thanks to {2}!
¡{1} se ha liberado del enamoramiento!;¡{1} se ha liberado del enamoramiento!;{1} was freed from infatuation!
¡Tormento ya no surte efecto en {1}!;¡Tormento ya no surte efecto en {1}!;Torment no longer affects {1}!
¡{1} se mueve primero gracias a {2}!;¡{1} se mueve primero gracias a {2}!;{1} moves first thanks to {2}!
{1} ha desaparecido al haber cumplido su función.;{1} ha desaparecido al haber cumplido su función.;{1} fulfilled its function and disappeared.
¡{1} de {2} ha explotado!;¡{1} de {2} ha explotado!;{1}'s {2} exploded!
¡{2} ha dañado a {1}!;¡{2} ha dañado a {1}!;{2} damaged {1}!
¡{1} fue atrapado en las consecuencias!;¡{1} fue atrapado en las consecuencias!;It was caught in the aftermath!
¡{1} fue arrastrado al combate!;¡{1} fue arrastrado al combate!;{1} was grounded!
¡{1} se aferró con sus {2}!;¡{1} se aferró con sus {2}!;{1} clung on with its {2}!
¡{1} ha perdido algunos PS!;¡{1} ha perdido algunos PS!;{1} lost some HP!
¡{1} ha recuperado los PP de {2}!;¡{1} ha recuperado los PP de {2}!;{1} recovered the PP of {2}!
¡{1} ha recuperado los PP de {3} gracias a {2}!;¡{1} ha recuperado los PP de {3} gracias a {2}!;{1} recovered the PP of {3} thanks to {2}!
¡Se ha restaurado las características de {1}!;¡Se ha restaurado las características de {1}!;{1}'s stats were restored!
¡{1} ha resultado dañado por {2}!;¡{1} ha resultado dañado por {2}!;{1} was damaged by {2}!
¡{1} ha sido quemado por {2}!;¡{1} ha sido quemado por {2}!;{1} was burned by {2}!
¡El {2} de {1} previene las bajadas de características!;¡El {2} de {1} previene las bajadas de características!;{1}'s {2} prevents stat loss!
¡{1} usó su {2} para copiar los cambios de características de su rival!;¡{1} usó su {2} para copiar los cambios de características de su rival!;{1} used its {2} to copy its foe's stat changes!
¡{1} ha aumentado la precisión de su proximo ataque con {2}!;¡{1} ha aumentado la precisión de su proximo ataque con {2}!;{1} raised the accuracy of its next attack with {2}!
¡{1} ha huido!;¡{1} ha huido!;{1} fled!
¡La habilidad {2} de {1} envenenó a {3}!;¡La habilidad {2} de {1} envenenó a {3}!;{1}'s {2} poisoned {3}!
¡La habilidad {2} de {1} quemó a {3}!;¡La habilidad {2} de {1} quemó a {3}!;{1}'s {2} burned {3}!
¡{2} de {1} heló a {3}!;¡{2} de {1} heló a {3}!;{1}'s {2} froze {3}!
¡La habilidad {2} de {1} curó el envenenamiento!;¡La habilidad {2} de {1} curó el envenenamiento!;{1}'s {2} cured its poisoning!
¡La habilidad {2} de {1} lo despertó!;¡La habilidad {2} de {1} lo despertó!;{1}'s {2} woke it up!
¡La habilidad {2} de {1} curó su parálisis!;¡La habilidad {2} de {1} curó su parálisis!;{1}'s {2} cured its paralysis!
¡La habilidad {2} de {1} lo descongeló!;¡La habilidad {2} de {1} lo descongeló!;{1}'s {2} unfroze it!
{1} dejó de estar enamorado.;{1} dejó de estar enamorado.;{1} is no longer infatuated.
¡El efecto de Mofa sobre {1} desapareció!;¡El efecto de Mofa sobre {1} desapareció!;The effects of Taunt on {1} wore off!
¡La habilidad {2} de {1} curó la quemadura!;¡La habilidad {2} de {1} curó la quemadura!;{1}'s {2} cured its burn!
¡{2} de {1} no puede ser bajado!;¡{2} de {1} no puede ser bajado!;{1}'s {2} cannot be lowered!
¡La habilidad {2} de {1} evita la bajada de {3}!;¡La habilidad {2} de {1} evita la bajada de {3}!;{1}'s {2} prevents {3} loss!
¡Las estadísticas de {1} no pueden ser bajadas!;¡Las estadísticas de {1} no pueden ser bajadas!;{1}'s stats cannot be lowered!
¡La habilidad {2} de {1} evita la bajada de estadísticas!;¡La habilidad {2} de {1} evita la bajada de estadísticas!;{1}'s {2} prevents stat loss!
¡La habilidad {2} de {1} hizó que se mueva más rápido!;¡La habilidad {2} de {1} hizó que se mueva más rápido!;{2} made {1} move faster!
¡El poder de los ataques de tipo Fuego de {1} aumentó!;¡El poder de los ataques de tipo Fuego de {1} aumentó!;The power of {1}'s Fire-type attacks rose!
¡La habilidad {2} de {1} bloqueó {3}!;¡La habilidad {2} de {1} bloqueó {3}!;{1}'s {2} blocked {3}!
¡{1} esquiva ataques de su Pokemon aliado!;¡{1} esquiva ataques de su Pokemon aliado!;{1} dodges ally Pokemon attacks!
¡{1} de {2} hizo inefectivo el {3}!;¡{1} de {2} hizo inefectivo el {3}!;{1}'s {2} made {3} ineffective!
¡{1} evitó daño con la habilidad {2}!;¡{1} evitó daño con la habilidad {2}!;{1} avoided damage with {2}!
¡{1} no puede usar la habilidad {2}!;¡{1} no puede usar la habilidad {2}!;{1} cannot use {2}!
¡{1} subio al maximo su {2}!;¡{1} subio al maximo su {2}!;{1} maximized its {2}!
¡Ser golpeado por {1} cargo a {2} de poder!;¡Ser golpeado por {1} cargo a {2} de poder!;Being hit by {1} charged {2} with power!
¡{1} de {2} quemó a {3}!;¡{1} de {2} quemó a {3}!;{1}'s {2} burned {3}!
¡{1} sufrio daño!;¡{1} sufrio daño!;{1} took damage!
¡La habilidad de {1} se convirtio en {2}!;¡La habilidad de {1} se convirtio en {2}!;{1}'s Ability became {2}!
¡Ambos Pokemon se debilitaran en tres turnos!;¡Ambos Pokemon se debilitaran en tres turnos!;Both Pokemon will faint in three turns!
¡La habilidad {2} de {1} enveneno a {3}!;¡La habilidad {2} de {1} enveneno a {3}!;{1}'s {2} poisoned {3}!
Púas tóxicas se esparcieron en el suelo alrededor de {1}!;Púas tóxicas se esparcieron en el suelo alrededor de {1}!;Toxic spikes were scattered around {1}!
¡{1} ha cambiado habilidades con {2}!;¡{1} ha cambiado habilidades con {2}!;{1} swapped Abilities with {2}!
¡{1} no se ve afectado!;¡{1} no se ve afectado!;{1} is unaffected!
¡{1} se cargo completamente por el lazo con su entrenador!;¡{1} se cargo completamente por el lazo con su entrenador!;{1} charged up fully thanks to its Trainer!
¡Las características de {1} no pueden subir mas!;¡Las características de {1} no pueden subir mas!;{1}'s stats cannot go any higher!
¡El objeto de {1} no puede ser robado!;¡El objeto de {1} no puede ser robado!;{1}'s item cannot be stolen!
¡{1} fue herido por la luz solar!;¡{1} fue herido por la luz solar!;{1} was hurt by sunlight!
¡La habilidad {2} de {1} se activo!;¡La habilidad {2} de {1} se activo!;{1}'s {2} activated!
¡La habilidad {2} de {1} desperto a su companero!;¡La habilidad {2} de {1} desperto a su companero!;{1}'s {2} woke up its ally!
¡La habilidad {2} de {1} curio el envenenamiento de su companero!;¡La habilidad {2} de {1} curio el envenenamiento de su companero!;{1}'s {2} cured its ally's poisoning!
¡La habilidad {2} de {1} curio la quemadura de su companero!;¡La habilidad {2} de {1} curio la quemadura de su companero!;{1}'s {2} cured its ally's burn!
¡La habilidad {2} de {1} curio la paralisis de su companero!;¡La habilidad {2} de {1} curio la paralisis de su companero!;{1}'s {2} cured its ally's paralysis!
¡La habilidad {2} de {1} descongelo a su companero!;¡La habilidad {2} de {1} descongelo a su companero!;{1}'s {2} unfroze its ally!
¡La habilidad {2} de {1} le desperto!;¡La habilidad {2} de {1} le desperto!;{1}'s {2} woke it up!
¡La habilidad {2} de {1} curio su envenamiento!;¡La habilidad {2} de {1} curio su envenamiento!;{1}'s {2} cured its poisoning!
¡La habilidad {2} de {1} curio su quemadura!;¡La habilidad {2} de {1} curio su quemadura!;{1}'s {2} cured its burn!
¡La habilidad {2} de {1} curio su paralisis!;¡La habilidad {2} de {1} curio su paralisis!;{1}'s {2} cured its paralysis!
¡La habilidad {2} de {1} le descongelo!;¡La habilidad {2} de {1} le descongelo!;{1}'s {2} unfroze it!
¡{1} esta inmerso en sueno agitado!;¡{1} esta inmerso en sueno agitado!;{1} is fast asleep!
¡{1} ha recuperado la {2} lanzada!;¡{1} ha recuperado la {2} lanzada!;{1} regained the thrown {2}!
¡{1} ha cosechado una baya {2}!;¡{1} ha cosechado una baya {2}!;{1} harvested a {2}!
¡{1} ha encontrado un {2}!;¡{1} ha encontrado un {2}!;{1} found a {2}!
¡{1} tiene {2}!;¡{1} tiene {2}!;{1} has {2}!
El tiempo atmosferico ya no ejerce ninguna influencia.;El tiempo atmosferico ya no ejerce ninguna influencia.;The weather returned to normal.
¡{1} se ha estremecido!;¡{1} se ha estremecido!;{1} shuddered!
¡{1} tiene dos habilidades!;¡{1} tiene dos habilidades!;{1} has two Abilities!
¡{1} esta muy nervioso y no puede comer bayas!;¡{1} esta muy nervioso y no puede comer bayas!;{1} is too nervous to eat berries!
¡{1} ha invertido todas las auras!;¡{1} ha invertido todas las auras!;{1} inverted all the auras!
¡{1} esta sumido en un profundo letargo!;¡{1} esta sumido en un profundo letargo!;{1} is in a deep trance!
¡Los cambios en las caracteristicas de {1} han sido restaurados!;¡Los cambios en las caracteristicas de {1} han sido restaurados!;{1}'s stat changes were restored!
¡{1} irradia un aura oscura!;¡{1} irradia un aura oscura!;{1} radiates a dark aura!
¡La {1} usada por {2} brillo fuertemente!;¡La {1} usada por {2} brillo fuertemente!;The {1} used by {2} shone brightly!
¡{1} irradia un aura feerica!;¡{1} irradia un aura feerica!;{1} radiates a fairy aura!
¡{1} uso el Terreno Electrico para energizar su motor futurista!;¡{1} uso el Terreno Electrico para energizar su motor futurista!;{1} used the Electric Terrain to charge up its engine!
¡{1} Electrifico el terreno, para energizar su motor futurista!;¡{1} Electrifico el terreno, para energizar su motor futurista!;{1} electrified the terrain to charge up its engine!
{1} bebio todo el matcha que {2} preparo!;{1} bebio todo el matcha que {2} preparo!;{1} drank all the matcha {2} made!
¡{1} rompe el molde!;¡{1} rompe el molde!;{1} breaks the mold!
¡Un gas reactivo se propaga por toda la zona!;¡Un gas reactivo se propaga por toda la zona!;A reactive gas is spreading throughout the area!
¡{2} de {1} se disipo!;¡{2} de {1} se disipo!;{1}'s {2} wore off!
¡{1} absorbio luz solar, incrementando su ataque!;¡{1} absorbio luz solar, incrementando su ataque!;{1} absorbed sunlight to boost its Attack!
¡{1} invoco el sol, incrementando su ataque!;¡{1} invoco el sol, incrementando su ataque!;{1} summoned the sun to boost its Attack!
¡{1} ejerce presion!;¡{1} ejerce presion!;{1} is exerting Pressure!
¡Los efectos de {2} de {1} se disiparon!;¡Los efectos de {2} de {1} se disiparon!;The effects of {1}'s {2} wore off!
El cause activo {2} de {1}!;El cause activo {2} de {1}!;The cause activated {1}'s {2}!
{1} uso un {2} para activar su {3}!;{1} uso un {2} para activar su {3}!;{1} used a {2} to activate its {3}!
¡El stat subio!;¡El stat subio!;The stat rose!
¡El efecto de Velo Aurora en el {1} se ha disipado!;¡El efecto de Velo Aurora en el {1} se ha disipado!;The Aurora Veil around {1} faded!
¡El efecto de Pantalla de Luz en el {1} se ha disipado!;¡El efecto de Pantalla de Luz en el {1} se ha disipado!;The Light Screen around {1} faded!
¡El efecto de Reflejo en el {1} se ha disipado!;¡El efecto de Reflejo en el {1} se ha disipado!;The Reflect around {1} faded!
¡{1} no rinde todo lo que podria!;¡{1} no rinde todo lo que podria!;{1} is not performing perfectly!
¡La cubierta de caramelo de {1} emana un aroma super dulce!;¡La cubierta de caramelo de {1} emana un aroma super dulce!;{1}'s syrupy sweet coating gives off a super sweet aroma!
¡{1} gano la fuerza de sus aliados caidos!;¡{1} gano la fuerza de sus aliados caidos!;{1} gained the power of its fallen allies!
{2} de {1} redujo {4} {3} de todos los Pokemon a su alrededor!;{2} de {1} redujo {4} {3} de todos los Pokemon a su alrededor!;{1}'s {2} lowered {4} {3} of all surrounding Pokemon!
¡Las misteriosas turbulencias han amainado!;¡Las misteriosas turbulencias han amainado!;The mysterious turbulent winds have calmed!
El clima volvio a la normalidad.;El clima volvio a la normalidad.;The weather returned to normal.
El campo de corriente electrica ha desaparecido.;El campo de corriente electrica ha desaparecido.;The electric field has disappeared.
Ha desaparecido la extraña sensacion que se percibia en el terreno de combate.;Ha desaparecido la extraña sensacion que se percibia en el terreno de combate.;The strange sensation has disappeared from the battlefield!
El terreno de batalla volvio a la normalidad.;El terreno de batalla volvio a la normalidad.;The battlefield returned to normal.
¡{1} desprende un aura chisporroteante!;¡{1} desprende un aura chisporroteante!;{1} is radiating a sparkling aura!
¡{1} desprende un aura llameante!;¡{1} desprende un aura llameante!;{1} is radiating a blazing aura!
¡{1} sufrio una transformacion heroica!;¡{1} sufrio una transformacion heroica!;{1} underwent a heroic transformation!
¡El Pokemon ha recibido la habilidad {2} de {1}!;¡El Pokemon ha recibido la habilidad {2} de {1}!;The Pokemon gained {2}'s {1}!
¡{1} ha cambiado de nuevo a su tipo normal!;¡{1} ha cambiado de nuevo a su tipo normal!;{1} reverted to its regular type!
¡El tipo de {1} cambio a tipo {2}!;¡El tipo de {1} cambio a tipo {2}!;{1}'s type changed to {2}!
¡{1} hizo brillar su caparazon! Esta distorsionando la tabla de tipos!;¡{1} hizo brillar su caparazon! Esta distorsionando la tabla de tipos!;{1} made its shell glow! It is distorting the type chart!
Bolsillo inválido: {1};Bolsillo inválido: {1};Invalid pocket: {1}
No se puede usar aquí.;No se puede usar aquí.;Can't be used here.
¡La batería se ha agotado!\nPara recargarla, tienes que andar {1} pasos.;¡La batería se ha agotado!\nPara recargarla, tienes que andar {1} pasos.;The battery is depleted!\nTo recharge it, you have to walk {1} steps.
PS Máx.<r>{1}\nAtaque<r>{2}\nDefensa<r>{3}\nAt. Esp<r>{4}\nDef. Esp<r>{5}\nVelocidad<r>{6};PS Máx.<r>{1}\nAtaque<r>{2}\nDefensa<r>{3}\nAt. Esp<r>{4}\nDef. Esp<r>{5}\nVelocidad<r>{6};Max HP<r>{1}\nAttack<r>{2}\nDefense<r>{3}\nSp. Atk<r>{4}\nSp. Def<r>{5}\nSpeed<r>{6}
